Gene Family	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	a35	a36	a37	a38	a39	a40	a41	a42	a43	a44	a45	a46	a47	a48	a49	a50	a51	a52	a53	a54	a55	a56	a57	a58	a59	a60	a61	a62	a63	a64	a65	a66	a67	a68	a69	a70	a71	a72	a73	a74	a75	a76	a77	a78	a79	a80	a81	a82	a83	a84	a85	a86	a87	a88	a89	a90	c1000	c1001	c1002	c1003	c1004	c1005	c1006	c1007	c1008	c1009	c1010	c1011	c1012	c1013	c1014	c1015	c1016	c1017	c1018	c1019	c1020	c1021	c1022	c1023	c1024	c1025	c1026	c1027	c1028	c1029	c1030	c1031	c1032	c1033	c1034	c1035	c1036	c1037	c1038	c1039	c1040	c1041	c1042	c1043	c1044	c1045	c1046	c1047	c1048	c1049	c1050	c1051	c1052	c1053	c898	c899	c900	c901	c902	c903	c904	c905	c906	c907	c908	c909	c910	c911	c912	c913	c914	c915	c916	c917	c918	c919	c920	c921	c922	c923	c924	c925	c926	c927	c928	c929	c930	c931	c932	c933	c934	c935	c936	c937	c938	c939	c940	c941	c942	c943	c944	c945	c946	c947	c948	c949	c950	c951	c952	c953	c954	c955	c956	c957	c958	c959	c960	c961	c962	c963	c964	c965	c966	c967	c968	c969	c970	c971	c972	c973	c974	c975	c976	c977	c978	c979	c980	c981	c982	c983	c984	c985	c986	c987	c988	c989	c990	c991	c992	c993	c994	c995	c996	c997	c998	c999
UniRef90_D4INA7	0	0	0.419221	5.76826	2.5877	5.77577	9.26949	7.07527	0.734828	0.473314	3.16769	1.67993	0	3.88302	1.49111	1.20768	19.0848	1.00354	1.28723	0	8.40868	0	0	7.53693	0	5.87694	0.738275	0	1.60025	0	0	0.746828	2.82271	0	0.476401	21.264	3.15455	1.58927	5.88832	2.14461	1.55225	0	1.07536	0	3.60868	3.02761	2.01717	0	1.01696	5.07419	0	0	0.522639	0	0.689986	0	1.49926	1.3639	0	0	0	1.14711	2.01314	1.80121	1.72114	0	0	0	1.48476	0	3.67634	0	1.59623	0	1.8395	0.781181	0	0	6.04202	3.19021	3.38183	0	0	0	0	8.26707	1.78154	0	2.87225	2.38104	3.52547	7.06588	0	0	1.36979	3.86603	3.68999	0	0.34643	1.81495	0	0	0	3.7773	0	0.94195	1.6078	0.963703	0	0	0	3.02041	0	3.56317	2.75355	0.760204	0	5.27647	13.5176	1.77101	0	1.47381	0	0	0	2.80561	0	0	1.69769	8.41771	0	1.36803	0	0	1.54435	0	0	0	0	0	2.48943	1.04721	0	2.94203	2.68888	11.9758	0	0	1.9243	0	0	7.31568	0	0	0	0	1.88456	0	1.16214	1.81659	0	0	0	0	1.83339	0	6.51716	0	0.451857	0	5.74607	0	0	0.592742	0	0.937133	0.655446	2.3123	0	0	0	0	4.40084	1.17972	0	2.07678	0	0	0	0	0.905715	0	0	0	0	0	0.62133	1.27574	0	0	0	0	0.999842	1.74737	0.822633	0	0	0	0	0	0	0	0	0	0	1.18404	4.60215	0	2.74825	0	1.69922	0	2.7802	2.7515	0	2.70305	0	0	0	2.48676	0	4.08663	0	1.54337	1.25436	1.67821
UniRef90_A0A2A6Z7C5	4.62327	5.085597	0	0.164526	3.11427	0	0	0	0.574314	0	0	0	5.07508844	0.537999	0.478977	0	0	0	0	0	0	0.0574696	0	0.818172	2.14642	0	0	0	0	0	1.10119	0	0.530878	0	5.990106128	0	0.937052	0.585686	0	0	0.718573	1.01059	0.790752	0	1.59302	5.491095516	0	0	5.041985964	0	1.10929	0.363365	0	0	0	0	0	0	0	0	5.55618456	0	0	0.799018	1.66094	0	0.224751	0	0.579558	1.16249	1.19434	0.309762	0	0	0	0	0	0.467994	0.766922	0.43175	2.05221	2.47821	3.11057	4.41693	3.39752	4.01803	4.68759	12.5425	0	5.07733	4.49395	7.50307	6.55941	9.52272	10.4213	2.20752	0	4.22383	1.92458	0.594401	2.63744	1.5224	6.98188	8.71389	3.62911	2.09129	11.244	0.591942	4.49538	5.53758	6.92618	4.1982	14.7953	0	2.71239	3.3935	0	4.61073	2.5222	10.6619	10.1773	2.64723	4.81466	3.23889	5.15647	0	4.94086	4.8252	0	4.07051	3.17596	4.11757	12.5145	6.84468	1.48551	3.4875	7.14277	0	4.65523	3.98427	7.84474	1.95496	0	0.830231	3.65485	2.21885	11.1646	0	0	0	1.8102	1.4788	5.97976	0.870739	0	7.5215	0	0	1.74908	0.683803	0	0	5.89248	3.87851	2.61921	4.29754	12.2769	8.48586	0.605537	1.08337	3.46462	2.27107	7.76947	0.735304	3.24872	0	2.88027	11.8115	0.619362	3.67484	1.4139	5.53318	8.44565	3.46662	8.60022	2.8883	1.87745	7.393	9.56197	1.38117	3.78641	3.42961	1.0753	15.62	5.24308	6.94994	2.41219	8.3441	7.61283	17.1207	5.93698	5.35143	1.94966	15.0339	0.742862	10.6223	3.79398	0	12.0035	5.11938	3.42437	2.59311	18.0986	5.22214	3.2539	11.4004	9.41953	0	5.5483	5.34966	16.0229	9.5223	7.86728	8.28026	0	9.534	9.78718	0.762206	4.03502	8.39798	10.739	6.07633	13.0143	7.07729	0	13.1194
UniRef90_B5CU21	4.21037	4.631407	0	0	0	0	0	0	7.7287	0	0	0	4.620943859	9.36591	2.06067	0.8648	0	0	0	0	0	0	2.71444	1.83967	0	0	0	0	9.62227	0	0	0	0.483946	0	5.445132631	0	0	0	0	0	0	10.7214	0	0	7.65646	5.000619368	0	0	4.600557431	0	0	0.522519	4.82705	54.515	16.2847	0	13.7812	5.34234	18.6441	0	5.070613174	0	0	34.5015	0.478784	0	0	0	0	0	0	0	0	0	27.3659	9.53665	0	0	0	0	0	0	0	0	0	0	0	1.87222	0	0.606864	4.76763	15.8081	0	0	4.22274	1.55755	0	18.0141	1.18583	0	0	0.882193	3.98629	0	3.86618	0	0	14.9896	0	11.6237	0	9.25566	0	0	0	0	0	0	0	0	6.96558	0	1.65006	0	0	0	0	0	0	0	5.21601	0	14.3501	7.46319	0	0	0	0	7.06193	0	0	2.39132	0	0	1.75172	0	2.55034	0	0	0	17.5245	0	0	0	0	0	0	5.42981	0	0	6.91002	0	0	0	1.50717	4.98615	0	11.3848	0	0	0	11.2905	0	0	3.20283	5.14841	0	2.78291	0	0	8.22012	15.795	0	11.234	2.48851	10.6559	2.25886	0.921625	19.911	4.25107	18.747	0	0	8.17048	0	0	0	0	2.96944	1.10599	0	0	0	2.43598	0	0	0	0	0	2.03439	4.54874	2.66308	0	0	5.12897	16.1017	7.2907	0	1.94154	0	5.13263	0	0	0	0	3.60852	0	1.31842	2.2537	3.97567	38.0233	0	0	8.94103	2.25569	0
UniRef90_A0A1C6DC81	0	0	0	0	0	0	0	0	0	0	0.908146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426214	0	0	0	0	0.28121	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.656601	0.758208	0	0	0	0	0	0	1.1846	0	0	0	1.8022	0	2.22692	3.21611	0	0	0	0.691209	0	0	2.96627	0	0	1.05546	0	0	1.15936	0	8.01544	0	0	0	2.38481	0	0	0	0	0	0	1.95881	0	0	0	0	0	2.51064	0	0	0	0	0	4.04715	2.34434	0	0	1.11627	0	0.763808	1.23415	0	0.567396	0	0	3.92633	0	0	0	0	0	2.18846	0	2.80378	0	0	1.0807	0	1.10115	0	0	0	0	2.22389	0.799214	2.58274	1.74836	2.61564	1.07195	0.734473	0	0	0	1.68534	0.367038	0	0	0	0.895373	1.41234	1.1068	1.44475	0	1.52666	1.46101	0	0	0.877604	0.777517	4.48011	0	0	0	0	2.42329	0	1.49125	0	2.04272	1.08315	1.5626	2.20782	2.58507	0	2.80238	0	0	0	0	0	0	1.04931	2.00596	1.88434	0.996685	1.52874	0	1.66235	0	0.744525	1.04213	0	0.853566	0	0.931758	4.21032	1.27958	2.2602	0	0	1.06225	4.07288	1.81843	0	1.15196	0	0
UniRef90_A0A3D1LAR0	0	0	2.40737	3.67475	4.15181	1.48798	0	0	0.429317	0	0	0	0	0.426496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.680258	0.751854	0	0	2.96294	0.58594	0	0	0.422417	0	0	0	0	0	0	0	0	0.555484	0	0	0	2.11444	0	0	0	0	0	0	1.08541	0	0	0	0	0	0	0.597435	0	0	0	0	0	0	0	0.376779	0	9.39733	0	0	0	2.19681	0	3.18305	1.08341	1.15816	4.03099	2.04371	0	4.76505	0	0	1.28413	0	0	0.4357	0	2.93939	5.52681	1.41484	7.14167	0.719253	1.42937	3.26883	0	0	0	2.40895	3.08532	0	0	0	5.5295	0	3.69824	3.21115	4.97216	1.56552	5.42612	0	0	0	0	0	0	1.90633	4.58344	1.93931	2.80398	0	0	0	0	1.33444	1.72341	0.776277	5.70249	2.67419	0	0	1.3259	5.54772	5.38533	6.3932	0	3.75506	0.373471	0	2.99661	0	0	0	1.26462	3.44725	0	2.64242	0	0	1.26187	0	0.537138	0	0	0	0	0	0	0.549906	0	0	0.924478	2.20602	0	0	0	0	0	0	0	1.02604	0	0	0	0	0	0	0	0	0	0	3.48017	0	1.90663	0.651479	1.08671	0	5.67899	0	0	0	0	0	1.03037	1.81068	0	0	0	0	0	0	0	0	0	2.25529	0	0.729562	2.46371	0	0	2.99371	0	0	2.61516	0	0	0	1.85305	0	0	0	0	0.66604	2.15888
UniRef90_D6E7M6	1.62103	1.783133	0	0	0	0	0	0	0	0	0	0	1.772954687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.027545624	0	0	0	0	0	0	0	0	0	0	1.924791062	0	0	1.832311955	0	0	0	0	0	0	0	0	0	0	0	2.025543151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37113	0	0	0	0.307319	0	0	0	0	1.27975	0	0	0	0	0	1.65176	0	0	2.15323	0	0	0	0	0	0	0	2.34676	0	0	4.63767	0	2.74286	0	0	0	0	0	0	2.33517	1.85186	0	0.558265	0	0	0	0	1.86972	0.232401	0.77788	2.79118	1.08954	0	0	0	10.3004	0	0	0	0.979167	1.01832	0	0	0	1.29894	0	9.77742	0	0	1.50297	0	0	0	4.82105	1.2645	0	0	0	1.8515	0	0	0	1.44764	0	0.738943	0	0	0	0	1.76873	0	0	0.829599	0	0	1.14674	0	0	1.34365	0.618192	0	0.426471	0	0.558314	0	1.90577	0	1.86029	1.36782	13.2484	0	0	0	0	8.60254	1.7461	1.77941	2.08945	1.15519	1.73657	0	0	1.96736	0	0	0	0	2.90905	1.88791	0.639517	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_D4INE6	0	0	0.631673	7.24585	3.25377	3.52015	11.9337	8.61091	1.10906	0	3.56552	1.90108	0	7.0858	0.770895	0.89974	18.3002	2.01712	1.22136	0.520399	7.42414	0	0	9.79521	0	5.16333	0.768868	0	2.52405	0	0.290662	1.40664	3.25704	0	0.492081	17.1169	3.31149	2.61185	7.64079	2.92489	1.40093	0	0.782305	0	3.71328	2.87158	0.938502	0	2.52729	6.55009	0	0	0.591605	0	0.74322	0	1.50934	0.796303	0	0	0	1.67693	2.4102	0.942515	2.51789	0	0.925679	0	1.68068	0	4.04566	0	2.18166	0	2.13479	0.648622	0	0	7.11265	3.35578	3.51911	0	1.19117	0	0	8.24635	2.32294	0	2.74704	2.23473	3.60956	9.56704	0	0	2.4113	4.55197	3.53794	0	0.724742	1.5174	0	0	0.944493	1.91473	2.04195	1.27674	3.03243	1.05552	0	0	0	6.06124	0	4.12286	3.35601	0.917634	0	5.63066	12.6555	0	0	0	0.746408	0	0	0	0	0	1.2773	10.5312	0	1.85194	0	0	3.36549	0	0	0	0	0	3.7562	1.0095	0	3.32933	0	10.9367	0	0	4.35526	0	1.18503	8.38914	0	0	0	0	2.92694	0	2.92252	1.80328	0	0	0	0	3.59622	0	4.37044	0	0.767013	0	5.13271	0	2.64001	0.447183	0	0	1.35709	2.52948	0	0	0	0	2.73309	3.30576	0	1.45487	0	0	0	0	0.878528	0	0	2.23961	0	0	0.677852	1.83741	1.5663	0	1.75668	0	0	0	1.24124	0.597306	1.67116	0	0	0	0	0	0	0	1.72179	1.10091	6.21628	0	2.20294	0	2.93016	0	3.92534	3.24346	0	5.69979	0	0	0	2.10987	0	4.1996	0	2.91072	2.34423	1.44667
UniRef90_R5SLL3	0	0	0.92338	3.39742	4.32049	1.61572	0	0	0.667212	0	0	0	0	1.5226	0	0.526296	2.36298	0	0.598386	0	0	0	0	0	0	2.25269	0	0	0	0	0	0	0	0	0	2.55843	1.0344	0	0	0.706267	3.10536	0	0	0	0.609074	0	0	0	0	0	0	0	1.10841	0	0	0	0	0	0	0	0	0	0	0.982227	0	0	0	0	0	0	1.61023	0	0	0	0	0	0	0	1.00204	0	5.21043	0	0	0	4.28657	4.29394	2.91165	0	1.35177	0	1.6837	0	7.47056	0	0	2.31962	1.22037	0	0.561457	1.40171	3.54542	3.40122	0	2.67261	5.99331	0.915093	2.01464	0	0	0	1.99136	4.11808	0	0	0	2.39828	0	9.5016	0	0	0	0	0.958523	0	0	0	0	0	2.46828	0	0.713106	0.994014	0	0	0	0	0.742622	1.21802	0.883135	1.31001	2.3029	0	0	0	9.05392	0	7.09431	5.04032	6.98707	0	0	2.71039	0	0	0	1.46244	0	1.52681	3.40847	0	0	0	0	0	0	0	0	0	0	0	2.93873	0	0	1.06042	0	0	0	2.48721	0	0	0	0	0	0	0	0.852208	0	0	0	0	0	1.50329	0.495027	2.21278	0.298629	1.04478	0.556801	0.724364	1.87466	5.2515	0	0	0	0	0	0.748178	2.58676	0	0	0	0	0	0	0	0	0	2.63726	0	0	4.32468	0	0	1.7451	0	0	0	0	0	0	1.38947	0	0	0	1.31063	0	1.454
UniRef90_R5S0P0	0	0	0.847637	3.73001	2.26481	1.12399	0	0	0.930246	0	0	0	0	1.44467	0	0.473415	2.18969	0	0.777505	0	0	0	0	0	0	2.44599	0	0	0	0	0	0.504207	0	0	0	1.90976	1.07684	0	0	0.555695	2.63572	0	0	0	0	0	0	0	0	0	0	0	0.79398	0	0	0	0	0	0	0	0	0	0	0.663171	0	0	0	0	0	0	0.811188	0	0.410977	0	0	0	0	0	0	0	4.95513	0	0	0	3.68295	4.55495	4.00406	0	1.69241	0	0	0	5.38967	0	0	2.92665	1.05439	0	0.562074	0.734655	2.33583	1.62638	0	1.45627	3.68804	0	1.26493	0	0	0	0	1.69763	0	0	0	2.54519	0	6.30168	0	0	0	0	0	0	0	0	0	0	1.78849	0	0	0	0	0	0	0	0.889258	1.64268	0	1.68974	1.51106	0	0	0	5.28918	0	1.91307	3.99122	5.12444	0	0	1.77652	0	0	0	1.50574	0	0	3.16147	0	0	0	0	0	0	0	0	0	0	0	2.76814	0	0	0.628122	0	0	0	2.33939	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62046	0	1.34069	0	0.916914	0.673284	0	0	6.44635	0	0	0	0	0	0.865016	1.12075	0	0	0	0	0	0	0	0	0	0	0	0	3.08081	0	0	1.07964	0	0	0	0	0	0	0	0	0	0	1.14485	0.740466	1.66036
UniRef90_R5II52	0	0	1.54925	7.59137	7.96424	2.48687	0	0	0	0	0	0	0	0.654017	0	0	0.782938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.902199	0	0	5.52647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97873	0	0	0	0	0	0	1.56347	0	0	0	0	0	0	0.803507	0	0	0	0	0	0	0	0	0	9.78341	0	0	0	0	0	2.33948	0	3.68834	0	1.86113	0	7.29615	0	0	1.09678	0	0	0	0	4.47663	6.52012	0.754798	10.2093	2.11692	2.64638	2.52061	0	0	0	0	1.45741	0	0	0	12.2112	0	4.16825	1.22564	2.34932	0	13.5963	0	0	0	0	0	0	3.15462	9.55955	0	2.42588	0	0	0	0	1.0122	0	0.765045	9.39466	3.78288	0	0	0	8.82071	11.2129	5.90062	0	6.12629	0.573302	0	2.75258	0	0	0	0	4.03444	0	2.5223	0	0	0	0	0	0	0	0	0	0	0	0.625115	0	0	0.551424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14772	0	0.839263	0	2.23897	0	0	0	0	0	0	3.33314	0	0	0	0	0.915592	0	0	0	0	0	0	0	0	0	0	2.99203	0	0	2.05043	0	0	0	0	0	0	0	0	0	0
UniRef90_A6LFF0	1.50871	5.1551	4.48959	4.20254	3.96602	7.80041	6.23216	7.77336	2.43183	3.92425	4.10416	0.619249	0	2.19499	1.62524	2.16421	6.52406	7.65543	4.33289	0	9.59834	0.124845	1.41182	3.85873	5.03941	4.84627	0	4.97613	4.81727	3.89918	9.52368	2.92536	1.04164	8.84317	3.11152	3.06774	2.0214	1.51366	0.844223	11.9034	11.1221	1.27816	2.03231	0.901962	2.52527	3.02654	3.86377	2.30878	1.94489	7.11772	0	9.26906	4.02961	4.11761	1.88938	1.12214	9.24361	5.10643	7.02038	11.512	1.54989	2.93342	3.20349	3.16977	1.14373	0	2.76481	0	2.72666	2.65606	4.56216	0	2.80066	54.9187	1.18177	0.638014	10.8531	0	2.93588	7.95007	3.60824	0	0.838548	0	0	2.83714	0	1.33599	0	3.76689	2.10852	8.85309	0	4.0653	3.35636	0.834403	0.864766	0	0	4.28269	0	1.58314	0	3.6221	0	2.99065	0	5.50056	0	0	1.73478	3.45638	5.05329	4.99368	2.80304	2.68715	0	0	4.43054	0	0	0	0.910428	4.50051	0	0	0	0	2.98124	12.2769	3.66389	0	0	2.05171	2.4882	0	0	2.78075	0	6.36141	0	0.941139	0	4.05827	0	0	0	2.90175	5.08751	0	1.32415	2.58664	1.59925	3.48946	0	0	2.84069	1.49614	0	0	0	0	1.51379	0.464005	1.89329	0.986864	0	2.32631	0	0	0.951433	0	1.71279	0	0	7.36549	3.61652	2.54916	0.537648	0	0	0	0	0.985159	0	0.87105	0	0	0	0	0	0.6891	2.02873	1.25945	0.357952	0	0	0	0	0	0	0	0	0	1.21	0	1.3549	0	1.89661	2.46769	0	1.35605	1.06888	0.814123	0	0.669438	0	0	0	0	1.42715	0.495023	0.777339	0	0	1.90154	0	0	1.70429	3.39815	0	26.2619	0	4.7713	6.2344	0
UniRef90_A0A1C6BHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.855941	0	0	0	0	0	0.85577	1.3373	0	0	0	1.52587	1.32405	0	2.48074	0	0	0	0.376453	1.86502	0	0	0	0	0	0.673605	0	2.09409	0	0	0	1.23179	1.79837	0	0	0	0	0	0	0	2.48516	0	0	0	0	0	0	0	0	0	0.813283	0	4.76747	1.70143	0	0	0	0	0	0	0	0.512426	0	0	1.50147	0	0	0	0	0	2.14115	0	2.9986	0	0	1.43394	0	0	0	0	0	0	0	1.08268	1.74939	0.888177	3.18902	1.74258	0.663317	0.704459	0.713575	0	1.42694	0	0	1.22581	0	0	1.14109	0	1.11838	0	0	1.4844	0	0	0	0	2.12419	1.77799	0	0	0	1.27664	0.318951	0.49892	0	0	1.28391	0	2.67044	1.15193	0	2.68907	0	0.679338	0	0	0	0	0.91381	0	2.44632	1.08015	0	0	1.40747	0	0	2.11763	2.13808	0.743409	0	1.26223	3.29495	0	1.76645	0	0	0	0	1.5054	1.95691	0.792974	0	0
UniRef90_R5IT66	0	0	0.930331	5.44728	7.55021	1.68525	0	0	0.742623	0	0	0	0	0	0	0	0.861177	0	0	0	0	0	0	0	0	0.569595	0	0	0	0	0	0	0	0	0	1.32821	1.22692	0	0	4.24513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03449	0	0	0	0	0	0	1.50322	0	0	0	0	0	0	1.35961	0	0	0	0	0	0	0	0	0	7.20453	0	0	0	1.85783	0	2.89197	0	3.13952	1.29763	1.21821	0	7.91915	0	0	1.86446	0	0	0	0	4.31672	6.30963	1.40698	10.5922	2.26705	2.35053	2.02135	0	0	0	0	1.69504	0	0	0	14.1077	0	5.49351	2.337	4.28011	0.990608	13.3005	0	0	0	0	0	1.74351	2.8902	12.1565	1.12923	2.89698	0	0	0	0	1.47271	0	1.7827	7.60829	5.03696	0	0	0	7.78276	12.9365	7.87147	0	8.30618	1.23779	0	4.20835	0	0	0	2.44728	2.69773	0	3.12064	0	0	0	0	0	0	0	0	0	0	0	0.509164	0	0	0.980338	0	0	0	0	0.555182	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347835	2.5141	0	1.26057	0	0.938688	1.51642	3.08547	0	0	0	0	0	1.27034	5.59856	0	0	0	0	0	0	0	0	0	1.16385	0	0	2.15201	0	0	3.96195	0	0	2.13882	0	0	0	1.53707	0	0	1.47132	0	0	1.04879
UniRef90_C4Z0S4	5.15542	0	3.04707	0	4.17329	5.41131	0.595215	0	0.547147	2.41028	1.39603	6.12328	0	1.64334	1.49693	6.257	0	0	0	0	0.749649	0	1.19562	0.699007	18.7947	0.465227	0	0	0.815068	0	0	1.48289	0	0	1.97369	0	8.29553	0	0	1.75073	0	0.576249	0.487437	2.1538	2.68598	0	1.02915	0	0.908664	1.00752	0	0	0	0.616443	0.733941	0	0	0	0.563831	0	0	6.08569	0	0	0	0	1.40332	0	1.51697	3.5864	0	0	0.906406	0	0.478131	0	4.00492	0	0	0	0.86878	1.27498	1.37815	0.891706	4.65496	2.93494	1.34129	0	0	1.53462	0	0	0	4.79812	0	1.97614	0	9.06008	0	0	0	6.53457	0.932477	0	0	2.67444	15.5309	1.59413	0	0	1.75644	8.46911	2.92056	4.54695	4.05617	0	3.69887	0	1.68522	0	3.98376	0	0	6.26016	9.02921	0	0	0	3.86781	0	3.17337	0	0	0	17.6001	0	0.736625	1.6128	3.15071	0	2.9674	0.433427	0	0	0	2.97929	0	8.81837	0	0	5.00549	0	6.69587	2.17048	0	0	0	1.21127	0.865796	0	0	0	7.36017	0	0	1.803	0	6.1905	0	1.19171	0	5.45785	4.05535	0	0	1.8663	1.46492	0	0	1.26821	26.3743	5.04312	3.89844	0	0	1.10514	0	0.801814	0	1.96872	1.15673	3.04289	0	0	0	1.85709	0.371877	0	0	0	1.95156	0	0	0	0	0	0	0	2.10713	0	0	0	0	0	1.31376	1.62763	0.85715	0	0	3.18056	0	0	0	1.28117	0	1.23159	1.91248	2.6764	1.29418	0.700329	0	3.22845	0	0	0	2.48664
UniRef90_E4M8I1	0	0	0.559553	1.41036	0.44327	10.9068	0.295411	0	0	1.3729	4.3396	0	0	0.648419	0.516448	0.324025	48.061	1.31243	0	0.842291	24.5865	0.110189	1.92685	0	0	0.837559	0	0	0	0	0	2.03306	3.11775	0	0	50.2378	2.51783	0	0	2.96827	6.71313	6.65679	2.42781	2.51087	1.59557	0	4.74374	0	0.731487	0	0.672099	0	0.6713	0	1.09241	0	6.72804	5.39687	0	0	0	0	0	5.33468	10.1167	0.388616	0.435761	0	3.67077	1.23784	1.40676	0	0	0	2.20052	0	0	0	1.27311	0.794694	1.55781	0	0	0	1.63712	9.46127	0	0	12.0779	9.27276	3.46913	2.49416	0	4.72721	0	0	16.0073	0	0.658792	2.05152	0	0	0	19.0151	0	0.779734	0	1.46586	0	0	0	0	14.5743	0.69746	0.870619	0.62494	0	0	0	0	0	0	0.635412	0	0	14.6205	0	0	3.87586	18.0551	1.7742	0	0	0	0	0	0	0	0	0	0	0	0	24.7526	9.94549	8.19188	0	0	14.9938	0	0	0	0	0	0	0	6.97671	0	13.2219	4.49891	0	0	0	0.972567	0	0.690805	0	1.4231	0	0	7.85269	0	0	0	3.20283	0	1.51544	0	0	1.2566	0	0	8.55287	0	0	0	0	0	0	0	1.46253	0	0	0	1.16448	0	0.30776	0	0	0	0	0	7.14058	0	0	0	0	0	0	4.36976	0	0	0	0	0	0.505041	0.98523	0	0	0	0	0	3.15311	2.87806	0	0	0	0.791053	1.33881	0.723331	0	3.06554	0	7.1117	2.25569	0
UniRef90_D7GU10	0	0	0	0.251929	0	0	0	0	0	0	0	0.670273	0	0	0	0	0	0	0	0	0	0.295187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338186	0	0	0.600527	0	0	0.69536	0	0	2.69468	0	0	0	0	0.830321	0	0	1.52711	0	0.753514	0.644891	0	0	0	1.97574	0	0	0	0	0	0	0	0	0	0	0	1.8953	0	0	0	1.49438	1.51156	0	0	0	0	0	0	0	0	1.24521	1.2264	0	0	0	0	0	0.580111	0	0	0	0	0	0	0	0	0.652623	0	1.6467	0	0	1.79324	0	0	0	0	0	0	0	0	0	0.656554	1.2198	0	0	1.97234	0	1.06511	0	1.09009	0	2.43128	0.958745	1.64063	0	0	0	1.11375	0	0	0	0	0	1.02087	0	0	0	0	0	1.94103	0	0.634281	0	2.45432	0	0	0	0	0	0	0	0.834321	0	1.21962	0	5.61991	0	0.714139	0	0	1.24343	0	0	0	0	0.871977	0.769331	0	1.69917	1.97738	2.34571	0.7348	0.784638	0	0.987104	0	0	1.51295	0	0.688657	0	0	1.98409	0	0	0	1.15752	1.1633	0.984208	0.774788	0.759436	0	1.36686	0	0.713143	0	0	0.684516	0	0	1.35502	0.675018	0	1.23093	1.69934	1.91404	0	0	0	1.45347	0.748782	0.976301	0	1.8654	0.823949	1.12087	0	0.961881	1.35496	1.12999	2.11386	1.61295	0	0	0
UniRef90_R6D838	0	0	4.88346	3.88568	6.3021	0	0	0	0.436522	0	0	0	0	4.46597	0	0.53661	0.889052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43077	0	3.54812	0	0	0	0.353495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.853187	0	0	0	0	0	0	0	0	0	0	0	0	0	10.555	0	0	0	5.4567	0	2.37724	1.51941	3.10744	0	0	0	7.50601	0	0	6.78319	0	0	0	0	3.49744	4.321	0	0	1.15145	3.39617	14.4611	0	0	0	0	11.5445	0	0	0	3.36877	6.32509	5.19086	0	1.74112	6.1242	7.42468	0.773292	0	0	0	0	4.14566	5.118	0	1.28937	1.88783	0	0	0	2.30805	1.7177	2.2564	0	4.03601	3.80597	0	0	0	1.24225	10.4158	1.72228	0	0	1.89498	0	1.49295	0	0	0	0	3.20106	0	5.47117	0	0	0	0	0.732109	0	0	0	0	0	0	2.85245	0	0	0.580783	1.08074	0	0	0	0	0	0	0	0	0	1.16491	0	0	0	0	0	0	0	0	1.03613	0	2.0093	0	0	0	0	0	0	0	0	0	1.48963	3.59029	0	0	0	0	4.23685	0	0	0	0	0	0	0	2.17215	0	0	1.48349	0	0	2.29744	0	0	0	0	0	1.80969	0	1.17946	0	0
